,아파트명,매매가(억),전세가(억),전세가율,시공일자,가압류,압류,신탁,소유권이전,임차권등기명령,근저당,근저당정규화,지역,시공일자_datetime,시공일자_년도,label
91,다인홈타운,1.43,1.8,1.258741259,2016-04-22 00:00:00,0,1,0,0,1,2.2,2.797202797,서울 강서구 화곡동 29-22,2016-04-22 00:00:00,2016,1
92,에스엠피렌체,1.92,1.9,1.328671329,2016-02-12 00:00:00,1,1,0,0,0,0,1.328671329,서울 강서구 등촌동 636-5,2016-02-12 00:00:00,2016,1
93,세명클래스,2.15,2.2,1.023255814,2015-11-26 00:00:00,0,1,0,0,1,0,1.023255814,서울 강서구 등촌동 365-59,2015-11-26 00:00:00,2015,1
94,서인뷰그라스,3.32,3.1,0.93373494,2016-11-29 00:00:00,1,1,0,0,1,0.216,0.998795181,서울특별시 강서구 등촌로51길 86,2016-11-29 00:00:00,2016,1
95,프레미오725,2.5,2.55,1.02,2016-08-24 00:00:00,1,1,0,0,1,21.06,9.444,서울 관악구 신림동 725-27,2016-08-24 00:00:00,2016,1
96,프라임빌,1.81,1.95,1.077348066,2018-07-18 00:00:00,1,1,0,0,1,0,1.077348066,서울 강서구 화곡동 42-65,2018-07-18 00:00:00,2018,1
97,포시즌빌,2.5,2.4,0.96,2016-05-27 00:00:00,1,1,0,0,1,1,1.36,서울 관악구 봉천동 660-10,2016-05-27 00:00:00,2016,1
98,한신위너스,1.86,1.89,1.016129032,2017-04-14 00:00:00,1,1,0,0,1,0.556,1.315053763,서울 관악구 신림동 1678-46,2017-04-14 00:00:00,2017,1
99,우림아트빌,2.82,2.39,0.84751773,2018-12-20 00:00:00,0,1,0,0,1,0.758,1.116312057,서울 관악구 신림동 610-243,2018-12-20 00:00:00,2018,1
100,대우아트빌,3.3,3.3,1,2018-03-05 00:00:00,0,1,0,0,1,0,1,서울 관악구 신림동 610-12,2018-03-05 00:00:00,2018,1
101,라임카운티,2.11,2.2,1.042654028,2018-02-23 00:00:00,0,1,0,1,1,0,1.042654028,서울 관악구 신림동 652-10,2018-02-23 00:00:00,2018,1
102,더빌,2.9,2.9,1,2018-05-29 00:00:00,1,1,0,1,1,0,1,서울 관악구 봉천동 41-383,2018-05-29 00:00:00,2018,1
103,영화캐슬,2.66,2.4,0.902255639,2018-01-23 00:00:00,1,1,0,0,1,0,0.902255639,서울시 은평구 응암로13길 11-2,2018-01-23 00:00:00,2018,1
104,진주리츠빌,3.6,3.6,1,2015-04-08 00:00:00,0,1,0,0,1,1.248,1.346666667,서울 관악구 신림동 1490-21,2015-04-08 00:00:00,2015,1
105,성은빌리지,2.3,2.3,1,2003-05-21 00:00:00,1,1,0,1,1,0,1,서울 강서구 화곡동 55-90,2003-05-21 00:00:00,2003,1
106,예그린,2,2,1,2018-08-27 00:00:00,0,1,0,0,1,1.125,1.5625,서울 관악구 신림동 610-179,2018-08-27 00:00:00,2018,1
107,신원센스빌,2,2,1,2011-01-27 00:00:00,0,0,0,0,1,0,1,서울 강서구 화곡동 823-23,2011-01-27 00:00:00,2011,1
108,영타운빌라,1.95,1.5,0.769230769,2003-10-22 00:00:00,1,1,0,0,0,1.4016,1.488,서울 강서구 화곡동 105-495,2003-10-22 00:00:00,2003,1
109,궁전아트빌라2차,1.98,1.98,1,1996-09-18 00:00:00,1,0,0,0,1,1.21,1.611111111,서울 강서구 화곡동 455-15,1996-09-18 00:00:00,1996,1
110,더클래식,2.39,3.07,1.284518828,2018-09-07 00:00:00,1,1,0,1,0,0,1.284518828,서울 강서구 화곡동 1033-2,2018-09-07 00:00:00,2018,1
111,화곡갤럭시오피스텔,2.12,2.35,1.108490566,2018-07-10 00:00:00,1,1,0,0,1,0,1.108490566,서울 강서구 화곡동 105-357,2018-07-10 00:00:00,2018,1
112,마루,1.68,2.18,1.297619048,2017-12-28 00:00:00,0,0,0,0,1,0,1.297619048,서울 강서구 화곡동 105-102,2017-12-28 00:00:00,2017,1
113,마루하우스2차,2.09,2.09,1,2011-05-26 00:00:00,0,0,0,0,1,0,1,서울 강서구 화곡동 1015-7,2011-05-26 00:00:00,2011,1
114,모노6차,1.72,1.91,1.110465116,2017-12-05 00:00:00,1,1,1,1,1,0,1.110465116,서울 강서구 화곡동 410-92,2017-12-05 00:00:00,2017,1
115,라온제나,2.74,2.74,1,2018-03-30 00:00:00,1,1,0,0,1,0,1,서울 강서구 등촌동 568-13,2018-03-30 00:00:00,2018,1
116,헤렌하우스,1.61,2,1.242236025,2018-01-16 00:00:00,1,1,0,0,1,11.52,8.397515528,서울 금천구 시흥동 864-10,2018-01-16 00:00:00,2018,1
117,세방스테이,2.07,2.19,1.057971014,2017-07-17 00:00:00,1,0,0,0,0,0,1.057971014,서울 금천구 독산동 884-18,2017-07-17 00:00:00,2017,1
118,어반캐슬,1.6,2.19,1.36875,2019-07-15 00:00:00,0,1,0,0,0,14.95,10.7125,서울 금천구 시흥동 819-35,2019-07-15 00:00:00,2019,1
119,해비치빌,2.07,2.28,1.101449275,2018-06-01 00:00:00,1,1,0,0,1,0.653,1.416908213,서울 금천구 시흥동 823-63,2018-06-01 00:00:00,2018,1
120,고센아트빌,1.75,1.89,1.08,2018-04-04 00:00:00,1,1,0,0,1,11.9472,7.906971429,서울 금천구 시흥동 204-4,2018-04-04 00:00:00,2018,1
121,첼시하우스5차,2.03,2.25,1.108374384,2017-08-09 00:00:00,1,1,0,0,0,1.2,1.699507389,서울 금천구 시흥동 823-70,2017-08-09 00:00:00,2017,1
122,현부스카이2,2.3,2.24,0.973913043,2018-08-30 00:00:00,1,1,0,1,1,0,0.973913043,서울 금천구 시흥동 828-4,2018-08-30 00:00:00,2018,1
123,힐사이드,1.67,1.8,1.077844311,2017-05-08 00:00:00,1,1,0,0,1,0,1.077844311,서울 금천구 독산동 938-3,2017-05-08 00:00:00,2017,1
124,예일센트럴,1.85,1.95,1.054054054,2017-12-06 00:00:00,0,1,0,0,0,2.2,2.243243243,서울 금천구 시흥동 847-7,2017-12-06 00:00:00,2017,1
0,미아한일유앤아이,4.13,3,0.726392252,2002-11-29 00:00:00,0,0,0,0,0,0,0.726392252,서울특별시 강북구 미아동,2002-11-29 00:00:00,2002,0
1,길음뉴타운9단지래미안,5.3,5.2,0.981132075,2010-09-30 00:00:00,0,0,0,0,0,0.6,1.094339623,서울특별시 강북구 길음동,2010-09-30 00:00:00,2010,0
2,그린하우스,2.44,2.3,0.942622951,2020-04-28 00:00:00,0,0,0,0,0,1.62,1.606557377,서울특별시 은평구 갈현동,2020-04-28 00:00:00,2020,0
3,우진명가,3.35,2.95,0.880597015,2019-02-08 00:00:00,0,0,1,0,0,0,0.880597015,서울특별시 구로구 고척동,2019-02-08 00:00:00,2019,0
4,궁골별장빌,2,2.1,1.05,2004-03-02 00:00:00,0,0,0,0,0,0,1.05,서울특별시 구로구 궁동,2004-03-02 00:00:00,2004,0
5,정원부르네오,3.15,2.4,0.761904762,2007-03-19 00:00:00,0,0,0,0,0,0,0.761904762,부산광역시 수영구 광안동,2007-03-19 00:00:00,2007,0
6,대동아파트,1.2,0.55,0.458333333,1983-12-05 00:00:00,0,0,0,0,0,0,0.458333333,인천광역시 미추홀구 도화동,1983-12-05 00:00:00,1983,0
7,남부아주,1.45,1.25,0.862069,1984-10-15 00:00:00,0,0,0,0,0,0,0.862068966,인천광역시 미추홀구 주안동,1984-10-15 00:00:00,1984,0
8,아주,1.18,0.8,0.6779661,1983-09-14 00:00:00,0,0,0,0,0,0.36,0.983050847,인천광역시 미추홀구 주안동,1983-09-14 00:00:00,1983,0
9,거성빌라,0.9,0.4,0.444444444,1991-06-14 00:00:00,0,0,0,0,0,0,0.444444444,인천광역시 미추홀구 주안동,1991-06-14 00:00:00,1991,0
10,경보빌라,0.73,0.6,0.821917808,2002-07-03 00:00:00,0,0,0,0,0,0,0.821917808,인천광역시 미추홀구 주안동,2002-07-03 00:00:00,2002,0
11,공명빌리지,0.92,0.22,0.239130435,1994-08-26 00:00:00,0,0,0,0,0,0.84,1.152173913,인천광역시 미추홀구 주안동,1994-08-26 00:00:00,1994,0
12,동진연립(다세대주택),0.92,0.95,1.032608696,1982-09-28 00:00:00,0,0,0,0,0,0,1.032608696,경기도 수원시 팔달구 화서동,1982-09-28 00:00:00,1982,0
13,해운대롯데4차,3.5,2.4,0.685714286,1999-10-21 00:00:00,0,0,0,0,1,2.64,1.44,부산광역시 해운대구 좌동,1999-10-21 00:00:00,1999,0
14,쏠데까사(도시형),1.45,1,0.689655172,2012-07-09 00:00:00,0,0,0,0,0,0,0.689655172,부산광역시 해운대구 송정동,2012-07-09 00:00:00,2012,0
15,센텀빌,2.24,0.7,0.3125,2017-03-27 00:00:00,0,0,0,0,0,1.08,0.794642857,부산광역시 해운대구 우동,2017-03-27 00:00:00,2017,0
16,두산마이빌,1.9,1.7,0.894736842,2003-08-26 00:00:00,0,0,0,0,0,1.44,1.652631579,서울특별시 구로구 구로동,2003-08-26 00:00:00,2003,0
17,수성아트빌,0.99,0.85,0.858585859,2002-06-05 00:00:00,0,0,0,0,0,0,0.858585859,인천광역시 미추홀구 숭의동,2002-06-05 00:00:00,2002,0
18,대종빌라 ,0.66,0.21,0.318181818,1992-04-22 00:00:00,0,0,0,0,0,0.483,1.05,인천광역시 미추홀구 숭의동,1992-04-22 00:00:00,1992,0
19,다솔주택,1.1,0.4,0.363636364,2002-05-15 00:00:00,0,0,0,0,0,0.24,0.581818182,인천광역시 미추홀구 주안동,2002-05-15 00:00:00,2002,0
20,라인빌라C동,0.285,0.19,0.666666667,1992-02-19 00:00:00,1,0,0,0,0,0.417,2.129824561,인천광역시 미추홀구 숭의동 ,1992-02-19 00:00:00,1992,0
21,미도홈타운,0.9,0.24,0.266666667,2002-08-08 00:00:00,0,0,0,0,0,0,0.266666667,인천광역시 미추홀구 숭의동 ,2002-08-08 00:00:00,2002,0
22,범호파인빌 101동,0.85,0.7,0.823529412,2001-11-28 00:00:00,0,0,0,0,1,0,0.823529412,인천광역시 미추홀구 숭의동 ,2001-11-28 00:00:00,2001,0
23,에이스센텀스카이뷰,1.12,1.1,0.982142857,2013-09-16 00:00:00,0,0,0,0,1,0,0.982142857,부산광역시 수영구 광안동,2013-09-16 00:00:00,2013,0
24,대양아트빌,0.9,0.5,0.555555556,2000-10-17 00:00:00,0,1,0,0,0,0,0.555555556,인천광역시 미추홀구 주안동,2000-10-17 00:00:00,2000,0
25,금빛쉐르빌,1.78,1.1,0.617977528,2010-10-11 00:00:00,0,0,0,0,0,0,0.617977528,인천광역시 미추홀구 숭의동,2010-10-11 00:00:00,2010,0
26,경동아파트,2.1,2.05,0.976190476,2005-06-03 00:00:00,0,0,0,1,0,0,0.976190476,부산광역시 부산진구 연지동,2005-06-03 00:00:00,2005,0
27,봉황,2.17,2,0.921658986,1986-06-25 00:00:00,0,0,0,0,0,0,0.921658986,부산광역시 부산진구 연지동,1986-06-25 00:00:00,1986,0
28,대림아트빌,1.9,1.3,0.684210526,2009-12-14 00:00:00,0,0,0,1,0,0,0.684210526,인천광역시 미추홀구 숭의동,2009-12-14 00:00:00,2009,0
29,주안유스빌,1.4,1.25,0.892857143,2001-04-25 00:00:00,0,0,0,0,0,0,0.892857143,인천광역시 미추홀구 주안동,2001-04-25 00:00:00,2001,0
30,월영동아2차,1.58,1.1,0.696202532,1998-11-30 00:00:00,0,0,0,0,0,1.023,1.343670886,경남 창원시 마산합포구 월영동,1998-11-30 00:00:00,1998,0
31,해오름,2.65,2,0.754716981,2005-09-07 00:00:00,0,0,0,0,0,0,0.754716981,경남 창원시 마산합포구 해운동,2005-09-07 00:00:00,2005,0
32,기전시티텔,0.7,0.5,0.714285714,1998-11-18 00:00:00,0,0,0,0,0,0,0.714285714,경남 창원시 마산합포구 신포동2가,1998-11-18 00:00:00,1998,0
33,주경파크빌,1.75,0.3,0.171428571,2014-06-26 00:00:00,1,1,1,1,0,1.547,1.055428571,인천광역시 미추홀구 숭의동,2014-06-26 00:00:00,2014,0
34,롯데원룸,1.84,1.1,0.597826087,2003-12-05 00:00:00,0,0,0,0,0,3.96,2.75,부산광역시 동래구 명장동,2003-12-05 00:00:00,2003,0
35,에덴빌라,0.54,0.5,0.925925926,1988-11-03 00:00:00,1,1,0,0,0,0,0.925925926,수원시 권선구 권선동,1988-11-03 00:00:00,1988,0
36,한일그랜드빌라,1.61,1.5,0.931677019,1997-05-28 00:00:00,0,0,0,1,0,0.6,1.304347826,수원시 권선구 권선동,1997-05-28 00:00:00,1997,0
37,효림맨숀,1.4,1.1,0.785714286,1993-06-17 00:00:00,0,0,0,0,0,0,0.785714286,수원시 권선구 권선동,1993-06-17 00:00:00,1993,0
38,개화빌라트,1.7,1.1,0.647058824,2002-06-24 00:00:00,0,1,0,0,0,0.396,0.88,서울특별시 구로구 개봉동,2002-06-24 00:00:00,2002,0
39,개봉빌라,1.5,0.9,0.6,1994-03-02 00:00:00,0,0,0,0,1,0.672,1.048,서울특별시 구로구 개봉동,1994-03-02 00:00:00,1994,0
40,대림베스트빌,2.23,1.85,0.829596413,2002-07-18 00:00:00,0,1,0,0,0,0,0.829596413,서울특별시 구로구 개봉동,2002-07-18 00:00:00,2002,0
41,로얄아트빌,1.29,1.2,0.930232558,2003-01-16 00:00:00,0,0,0,0,0,0,0.930232558,서울특별시 구로구 개봉동,2003-01-16 00:00:00,2003,0
42,명진빌라,2.25,1.3,0.577777778,2002-07-04 00:00:00,0,0,0,0,0,0,0.577777778,서울특별시 구로구 개봉동,2002-07-04 00:00:00,2002,0
43,벽담리치빌,2.6,2.6,1,2010-11-09 00:00:00,0,0,0,0,0,0,1,서울특별시 구로구 개봉동,2010-11-09 00:00:00,2010,0
44,석윤빌라,1.5,0.8,0.533333333,2002-04-19 00:00:00,0,0,0,0,0,0,0.533333333,서울특별시 구로구 개봉동,2002-04-19 00:00:00,2002,0
45,우승빌리지,1.6,1.3,0.8125,2001-05-02 00:00:00,0,0,0,0,0,0,0.8125,서울특별시 구로구 개봉동,2001-05-02 00:00:00,2001,0
46,광림빌라,2.25,1.6,0.711111111,2003-02-14 00:00:00,1,0,0,0,1,0,0.711111111,서울특별시 중랑구 묵동,2003-02-14 00:00:00,2003,0
47,낙원빌라,2.25,2,0.888888889,1995-06-22 00:00:00,1,0,0,0,0,0.276,1.011555556,서울특별시 중랑구 묵동,1995-06-22 00:00:00,1995,0
48,대성빌,1.5,1.3,0.866666667,2013-09-13 00:00:00,0,0,0,0,0,0,0.866666667,서울특별시 중랑구 묵동,2013-09-13 00:00:00,2013,0
49,로얄파크빌,2.15,1.4,0.651162791,2003-06-09 00:00:00,0,0,0,0,0,1.164,1.19255814,서울특별시 중랑구 묵동,2003-06-09 00:00:00,2003,0
50,성우,0.98,0.65,0.663265306,2012-07-10 00:00:00,0,0,0,0,0,0,0.663265306,서울특별시 중랑구 묵동,2012-07-10 00:00:00,2012,0
51,랜드하이츠,1.15,0.8,0.695652174,2003-10-14 00:00:00,0,0,0,0,0,0.912,1.488695652,대구광역시 중구 남산동,2003-10-14 00:00:00,2003,0
52,한두빌라,1.9,2.3,1.210526316,1995-08-31 00:00:00,0,0,0,0,0,0,1.210526316,서울특별시 중랑구 묵동,1995-08-31 00:00:00,1995,0
53,동양그린빌,1,0.8,0.8,2002-07-19 00:00:00,0,1,0,0,0,0,0.8,서울특별시 강북구 우이동,2002-07-19 00:00:00,2002,0
54,라일락맨션,2.3,1.55,0.673913043,2011-03-21 00:00:00,0,0,0,0,0,0,0.673913043,서울특별시 강북구 우이동,2011-03-21 00:00:00,2011,0
55,유앤아이빌,0.7,0.95,1.357142857,2001-10-06 00:00:00,0,0,0,0,0,0.072,1.46,서울특별시 강북구 우이동,2001-10-06 00:00:00,2001,0
56,초원아트빌,2.55,1.4,0.549019608,2008-11-14 00:00:00,0,0,0,0,0,0,0.549019608,서울특별시 강북구 우이동,2008-11-14 00:00:00,2008,0
57,현대우이빌b,0.67,0.4,0.597014925,2003-03-20 00:00:00,0,0,0,0,0,0,0.597014925,서울특별시 강북구 우이동,2003-03-20 00:00:00,2003,0
58,골든리치빌,2.5,1.8,0.72,2007-10-12 00:00:00,0,0,0,0,0,0,0.72,서울특별시 금천구 독산동,2007-10-12 00:00:00,2007,0
59,나산주택,1.9,1.8,0.947368421,2011-12-22 00:00:00,0,0,0,0,0,1.1,1.526315789,서울특별시 금천구 독산동,2011-12-22 00:00:00,2011,0
60,락크빌,2.19,1.9,0.867579909,2011-10-21 00:00:00,0,0,0,0,0,0,0.867579909,서울특별시 금천구 독산동,2011-10-21 00:00:00,2011,0
61,미소드림빌,1.67,1.5,0.898203593,2012-12-26 00:00:00,0,0,0,0,0,0.528,1.214371257,서울특별시 금천구 독산동,2012-12-26 00:00:00,2012,0
62,경호빌라,0.7,1,1.428571429,2002-08-19 00:00:00,0,0,0,0,0,0,1.428571429,경기 안산시 상록구 본오동,2002-08-19 00:00:00,2002,0
63,경희팰리스,1.6,1.3,0.8125,2012-03-09 00:00:00,0,0,0,0,0,0.9,1.375,경기 안산시 상록구 본오동,2012-03-09 00:00:00,2012,0
64,그레이스빌,1.34,1.2,0.895522388,2003-11-28 00:00:00,0,0,0,0,0,0.84,1.52238806,경기 안산시 상록구 본오동,2003-11-28 00:00:00,2003,0
65,대덕아트빌,2.1,1.5,0.714285714,2014-10-21 00:00:00,0,0,0,0,0,1.68,1.514285714,경기 안산시 상록구 본오동,2014-10-21 00:00:00,2014,0
66,대림빌,1.14,1.3,1.140350877,2008-03-20 00:00:00,0,0,0,0,0,0,1.140350877,경기 안산시 상록구 본오동,2008-03-20 00:00:00,2008,0
67,동산그랜드빌,1.48,1.1,0.743243243,2002-07-19 00:00:00,0,0,0,0,0,1.104,1.489189189,경기 안산시 상록구 본오동,2002-07-19 00:00:00,2002,0
68,로뎀아트빌,1.2,0.8,0.666666667,2001-08-25 00:00:00,1,0,0,0,0,0.6,1.166666667,경기 안산시 상록구 본오동,2001-08-25 00:00:00,2001,0
69,묵산킹스빌,1.3,1,0.769230769,2010-07-28 00:00:00,0,0,0,0,0,0.894,1.456923077,경기 안산시 상록구 본오동,2010-07-28 00:00:00,2010,0
70,삼성쉐르빌,1.22,0.87,0.713114754,2004-01-07 00:00:00,0,0,0,0,0,0,0.713114754,경기 안산시 상록구 본오동,2004-01-07 00:00:00,2004,0
71,영우아트빌,1.75,1.5,0.857142857,2010-05-18 00:00:00,0,0,0,0,0,1.152,1.515428571,경기 안산시 상록구 본오동,2010-05-18 00:00:00,2010,0
72,부림아트빌라,0.97,0.9,0.927835052,2001-04-14 00:00:00,0,0,0,0,0,0,0.927835052,서울특별시 양천구 신월동,2001-04-14 00:00:00,2001,0
73,그린빌리지,2.1,2.15,1.023809524,2011-01-12 00:00:00,1,1,0,0,0,0,1.023809524,서울특별시 양천구 신월동,2011-01-12 00:00:00,2011,0
74,동화빌라,1,0.84,0.84,1993-09-22 00:00:00,0,0,0,0,0,0,0.84,서울특별시 양천구 신월동,1993-09-22 00:00:00,1993,0
75,우정스카이뷰,2.2,1.2,0.545454545,2003-01-08 00:00:00,0,0,0,0,0,0,0.545454545,서울특별시 양천구 신월동,2003-01-08 00:00:00,2003,0
76,그린캐슬,1.7,1.5,0.882352941,2014-11-12 00:00:00,0,0,0,0,0,1.313,1.654705882,수원시 장안구 정자동,2014-11-12 00:00:00,2014,0
77,우석,1.25,1,0.8,1995-03-04 00:00:00,0,1,1,0,0,0.6,1.28,수원시 영통구 매탄동,1995-03-04 00:00:00,1995,0
78,동양파크빌,2.88,3.1,1.076388889,2002-12-09 00:00:00,0,0,0,0,0,2.04,1.784722222,성남시 분당구 서현동,2002-12-09 00:00:00,2002,0
79,광진신세계,1.78,1.4,0.786516854,2002-02-28 00:00:00,0,0,0,0,0,0,0.786516854,안양시 동안구 호계동,2002-02-28 00:00:00,2002,0
80,기풍빌리지,1.33,1.05,0.789473684,1995-04-06 00:00:00,0,0,0,0,0,0,0.789473684,안양시 동안구 호계동,1995-04-06 00:00:00,1995,0
81,현암빌라,1.7,1.3,0.764705882,1989-02-16 00:00:00,0,0,0,0,0,0,0.764705882,안양시 동안구 호계동,1989-02-16 00:00:00,1989,0
82,거성,1.4,1.1,0.785714286,2014-08-07 00:00:00,0,0,0,0,0,3.6,3.357142857,안양시 만안구 안양동,2014-08-07 00:00:00,2014,0
83,경인빌라,1.04,0.7,0.673076923,1989-11-13 00:00:00,0,0,0,0,0,0,0.673076923,안양시 만안구 안양동,1989-11-13 00:00:00,1989,0
84,대교빌라,1.4,1,0.714285714,1991-07-16 00:00:00,0,0,0,0,0,0.13,0.807142857,안양시 만안구 안양동,1991-07-16 00:00:00,1991,0
85,문원빌리지,1.9,1.15,0.605263158,2002-12-14 00:00:00,0,0,0,0,0,0,0.605263158,안양시 만안구 안양동,2002-12-14 00:00:00,2002,0
86,현대하이빌,1.64,1.35,0.823170732,2009-09-30 00:00:00,0,0,0,0,0,0,0.823170732,안양시 만안구 안양동,2009-09-30 00:00:00,2009,0
87,청기와빌라,0.84,0.84,1,1997-04-28 00:00:00,0,0,0,0,0,0.48,1.571428571,부산광역시 금정구 구서동,1997-04-28 00:00:00,1997,0
88,초원동궁빌라,1.36,1,0.735294118,2003-05-22 00:00:00,0,0,0,0,0,0,0.735294118,부산광역시 부산진구 초읍동,2003-05-22 00:00:00,2003,0
89,칠성주택,1.1,0.9,0.818181818,1979-11-17 00:00:00,0,0,0,0,0,0,0.818181818,부산광역시 금정구 구서동,1979-11-17 00:00:00,1979,0
90,낙원주택,0.72,0.6,0.833333333,1984-02-16 00:00:00,0,0,0,0,0,0,0.833333333,부산광역시 금정구 구서동,1984-02-16 00:00:00,1984,0
91,태광연립,0.96,0.4,0.416666667,1980-10-15 00:00:00,0,0,0,0,0,0,0.416666667,부산광역시 금정구 구서동,1980-10-15 00:00:00,1980,0
92,수정아트빌라,1.15,1,0.869565217,1999-12-02 00:00:00,0,0,0,0,0,0,0.869565217,부산광역시 금정구 장전동,1999-12-02 00:00:00,1999,0
93,화목골드빌라,1.27,0.9,0.708661417,2000-03-23 00:00:00,0,0,0,0,0,0,0.708661417,부산광역시 금정구 장전동,2000-03-23 00:00:00,2000,0
94,온천마루,1.26,0.8,0.634920635,2017-12-28 00:00:00,0,0,0,0,0,0,0.634920635,부산광역시 금정구 부곡동,2017-12-28 00:00:00,2017,0
95,금강블루빌,1,1,1,2001-08-14 00:00:00,0,0,0,0,0,0,1,서울특별시 은평구 응암동,2001-08-14 00:00:00,2001,0
96,남경샤인빌,2.5,2.2,0.88,2002-05-18 00:00:00,0,0,0,0,0,0,0.88,서울특별시 은평구 응암동,2002-05-18 00:00:00,2002,0
97,다원하이빌,1.38,1.2,0.869565217,2009-03-20 00:00:00,0,0,0,0,0,0.72,1.391304348,서울특별시 은평구 응암동,2009-03-20 00:00:00,2009,0
98,로얄쉐르빌,1.8,1.6,0.888888889,2001-12-18 00:00:00,0,0,0,0,0,0,0.888888889,서울특별시 은평구 응암동,2001-12-18 00:00:00,2001,0
99,만민베스트빌,1.46,1,0.684931507,2011-01-19 00:00:00,0,0,0,0,0,0,0.684931507,서울특별시 은평구 응암동,2011-01-19 00:00:00,2011,0
100,백년누리빌,1.1,1.1,1,2014-06-02 00:00:00,0,0,0,0,0,0.66,1.6,서울특별시 은평구 응암동,2014-06-02 00:00:00,2014,0
101,삼부하이빌,3.2,2.8,0.875,2008-08-28 00:00:00,0,0,0,0,0,1.38,1.30625,서울특별시 은평구 응암동,2008-08-28 00:00:00,2008,0
102,에디스빌,2.75,2.52,0.916363636,2014-08-14 00:00:00,0,0,0,0,0,0,0.916363636,서울특별시 은평구 응암동,2014-08-14 00:00:00,2014,0
103,주신빌라,1,1,1,2003-03-14 00:00:00,0,0,0,0,0,0,1,서울특별시 은평구 응암동,2003-03-14 00:00:00,2003,0
104,청우맨션,1.35,1.5,1.111111111,1997-12-09 00:00:00,0,0,0,0,0,0,1.111111111,서울특별시 은평구 응암동,1997-12-09 00:00:00,1997,0
105,토월성빌라,2.1,1.8,0.857142857,1996-03-22 00:00:00,0,0,0,0,0,0,0.857142857,서울특별시 은평구 응암동,1996-03-22 00:00:00,1996,0
106,현우쉐르빌,2.03,2.3,1.133004926,2003-08-05 00:00:00,0,0,0,0,0,1.63,1.935960591,서울특별시 은평구 응암동,2003-08-05 00:00:00,2003,0
107,강남빌라,4.2,1.5,0.357142857,2003-03-17 00:00:00,0,0,0,0,0,0,0.357142857,서울특별시 관악구 신림동,2003-03-17 00:00:00,2003,0
108,서안주택,3,2.55,0.85,1994-11-09 00:00:00,0,0,0,0,0,0,0.85,서울특별시 관악구 봉천동,1994-11-09 00:00:00,1994,0
109,뉴골드빌라,1.4,1.37,0.978571429,1993-12-31 00:00:00,0,0,0,0,0,0,0.978571429,서울특별시 관악구 신림동,1993-12-31 00:00:00,1993,0
110,도경아트빌,1.9,1,0.526315789,2008-12-29 00:00:00,0,0,0,0,0,0.26,0.663157895,서울특별시 관악구 신림동,2008-12-29 00:00:00,2008,0
111,모산아트빌라,3,2.8,0.933333333,2003-02-12 00:00:00,0,0,0,0,0,0,0.933333333,서울특별시 관악구 신림동,2003-02-12 00:00:00,2003,0
112,백년파크빌,2.75,2.4,0.872727273,2000-10-31 00:00:00,0,0,0,0,0,0,0.872727273,서울특별시 관악구 신림동,2000-10-31 00:00:00,2000,0
